lat,lon,color
-14.4,-71.1337,green
14.4,71.8775,blue
-14.4,-71.8775,green
14.4,72.6213,blue
-14.4,-72.6213,green
14.4,73.3651,blue
-14.4,-73.3651,green
14.4,74.1089,blue
-14.4,-74.1089,green
14.4,74.8527,green
-14.4,-74.8527,green
14.4,75.5965,green
-14.4,-75.5965,beige
14.4,76.3403,green
-14.4,-76.3403,blue
14.4,77.0841,green
-14.4,-77.0841,blue
14.4,77.8279,green
-14.4,-77.8279,blue
14.4,78.5717,green
-14.4,-78.5717,blue
14.4,79.3155,green
-14.4,-79.3155,blue
14.4,80.0593,green
-14.4,-80.0593,blue
14.4,80.8031,blue
-14.4,-80.8031,blue
14.4,81.5469,blue
-14.4,-81.5469,blue
14.4,82.2907,blue
-14.4,-82.2907,blue
14.4,83.0345,blue
-14.4,-83.0345,blue
14.4,83.7783,blue
-14.4,-83.7783,blue
14.4,84.5221,blue
-14.4,-84.5221,blue
14.4,85.2659,blue
-14.4,-85.2659,blue
14.4,86.0097,blue
-14.4,-86.0097,blue
14.4,86.7535,blue
-14.4,-86.7535,blue
14.4,87.4973,blue
-14.4,-87.4973,blue
14.4,88.2411,blue
-14.4,-88.2411,blue
14.4,88.9849,blue
-14.4,-88.9849,blue
14.4,89.7287,blue
-14.4,-89.7287,blue
14.4,90.4725,blue
-14.4,-90.4725,blue
14.4,91.2163,blue
-14.4,-91.2163,blue
14.4,91.9601,blue
-14.4,-91.9601,blue
14.4,92.7039,blue
-14.4,-92.7039,blue
14.4,93.4477,blue
-14.4,-93.4477,blue
14.4,94.1915,blue
-14.4,-94.1915,blue
14.4,94.9353,blue
-14.4,-94.9353,blue
14.4,95.6791,blue
-14.4,-95.6791,blue
14.4,96.4229,blue
-14.4,-96.4229,blue
14.4,97.1667,blue
-14.4,-97.1667,blue
14.4,97.9105,turquoise
-14.4,-97.9105,blue
14.4,98.6543,green
-14.4,-98.6543,blue
14.4,99.3981,green
-14.4,-99.3981,blue
14.4,100.1419,green
-14.4,-100.1419,blue
14.4,100.8857,green
-14.4,-100.8857,blue
14.4,101.6295,green
-14.4,-101.6295,blue
14.4,102.3733,green
-14.4,-102.3733,blue
14.4,103.1171,green
-14.4,-103.1171,blue
14.4,103.8609,green
-14.4,-103.8609,blue
14.4,104.6047,green
-14.4,-104.6047,blue
14.4,105.3485,green
-14.4,-105.3485,blue
14.4,106.0923,green
-14.4,-106.0923,blue
14.4,106.8361,green
-14.4,-106.8361,blue
14.4,107.5799,green
-14.4,-107.5799,blue
14.4,108.3237,green
-14.4,-108.3237,blue
14.4,109.0675,green
-14.4,-109.0675,blue
14.4,109.8113,blue
-14.4,-109.8113,blue
14.4,110.5551,blue
-14.4,-110.5551,blue
14.4,111.2989,blue
-14.4,-111.2989,blue
14.4,112.0427,blue
-14.4,-112.0427,blue
14.4,112.7865,blue
-14.4,-112.7865,blue
14.4,113.5303,blue
-14.4,-113.5303,blue
14.4,114.2741,blue
-14.4,-114.2741,blue
14.4,115.018,blue
-14.4,-115.018,blue
14.4,115.7618,blue
-14.4,-115.7618,blue
14.4,116.5056,blue
-14.4,-116.5056,blue
14.4,117.2494,blue
-14.4,-117.2494,blue
14.4,117.9932,blue
-14.4,-117.9932,blue
14.4,118.737,blue
-14.4,-118.737,blue
14.4,119.4808,blue
-14.4,-119.4808,blue
14.4,120.2246,blue
-14.4,-120.2246,blue
14.4,120.9684,green
-14.4,-120.9684,blue
14.4,121.7122,blue
-14.4,-121.7122,blue
14.4,122.456,blue
-14.4,-122.456,blue
14.4,123.1998,blue
-14.4,-123.1998,blue
14.4,123.9436,blue
-14.4,-123.9436,blue
14.4,124.6874,blue
-14.4,-124.6874,blue
14.4,125.4312,blue
-14.4,-125.4312,blue
14.4,126.175,blue
-14.4,-126.175,blue
14.4,126.9188,blue
-14.4,-126.9188,blue
14.4,127.6626,blue
-14.4,-127.6626,blue
14.4,128.4064,blue
-14.4,-128.4064,blue
14.4,129.1502,blue
-14.4,-129.1502,blue
14.4,129.894,blue
-14.4,-129.894,blue
14.4,130.6378,blue
-14.4,-130.6378,blue
14.4,131.3816,blue
-14.4,-131.3816,blue
14.4,132.1254,blue
-14.4,-132.1254,blue
14.4,132.8692,blue
-14.4,-132.8692,blue
14.4,133.613,blue
-14.4,-133.613,blue
14.4,134.3568,blue
-14.4,-134.3568,blue
14.4,135.1006,blue
-14.4,-135.1006,blue
14.4,135.8444,blue
-14.4,-135.8444,blue
14.4,136.5882,blue
-14.4,-136.5882,blue
14.4,137.332,blue
-14.4,-137.332,blue
14.4,138.0758,blue
-14.4,-138.0758,blue
14.4,138.8196,blue
-14.4,-138.8196,blue
14.4,139.5634,blue
-14.4,-139.5634,blue
14.4,140.3072,blue
-14.4,-140.3072,blue
14.4,141.051,blue
-14.4,-141.051,blue
14.4,141.7948,blue
-14.4,-141.7948,blue
14.4,142.5386,blue
-14.4,-142.5386,blue
14.4,143.2824,blue
-14.4,-143.2824,blue
14.4,144.0262,blue
-14.4,-144.0262,blue
14.4,144.77,blue
-14.4,-144.77,blue
14.4,145.5138,blue
-14.4,-145.5138,blue
14.4,146.2576,blue
-14.4,-146.2576,blue
14.4,147.0014,blue
-14.4,-147.0014,blue
14.4,147.7452,blue
-14.4,-147.7452,blue
14.4,148.489,blue
-14.4,-148.489,blue
14.4,149.2328,blue
-14.4,-149.2328,blue
14.4,149.9766,blue
-14.4,-149.9766,blue
14.4,150.7204,blue
-14.4,-150.7204,blue
14.4,151.4642,blue
-14.4,-151.4642,blue
14.4,152.208,blue
-14.4,-152.208,blue
14.4,152.9518,blue
-14.4,-152.9518,blue
14.4,153.6956,blue
-14.4,-153.6956,blue
14.4,154.4394,blue
-14.4,-154.4394,blue
14.4,155.1832,blue
-14.4,-155.1832,blue
14.4,155.927,blue
-14.4,-155.927,blue
14.4,156.6708,blue
-14.4,-156.6708,blue
14.4,157.4146,blue
-14.4,-157.4146,blue
14.4,158.1584,blue
-14.4,-158.1584,blue
14.4,158.9022,blue
-14.4,-158.9022,blue
14.4,159.646,blue
-14.4,-159.646,blue
14.4,160.3899,blue
-14.4,-160.3899,blue
14.4,161.1337,blue
-14.4,-161.1337,blue
14.4,161.8775,blue
-14.4,-161.8775,blue
14.4,162.6213,blue
-14.4,-162.6213,blue
14.4,163.3651,blue
-14.4,-163.3651,blue
14.4,164.1089,blue
-14.4,-164.1089,blue
14.4,164.8527,blue
-14.4,-164.8527,blue
14.4,165.5965,blue
-14.4,-165.5965,blue
14.4,166.3403,blue
-14.4,-166.3403,blue
14.4,167.0841,blue
-14.4,-167.0841,blue
14.4,167.8279,blue
-14.4,-167.8279,blue
14.4,168.5717,blue
-14.4,-168.5717,blue
14.4,169.3155,blue
-14.4,-169.3155,blue
14.4,170.0593,blue
-14.4,-170.0593,blue
14.4,170.8031,blue
-14.4,-170.8031,blue
14.4,171.5469,blue
-14.4,-171.5469,blue
14.4,172.2907,blue
-14.4,-172.2907,blue
14.4,173.0345,blue
-14.4,-173.0345,blue
14.4,173.7783,blue
-14.4,-173.7783,blue
14.4,174.5221,blue
-14.4,-174.5221,blue
14.4,175.2659,blue
-14.4,-175.2659,blue
14.4,176.0097,blue
-14.4,-176.0097,blue
14.4,176.7535,blue
-14.4,-176.7535,blue
14.4,177.4973,blue
-14.4,-177.4973,blue
14.4,178.2411,blue
-14.4,-178.2411,blue
14.4,178.9849,blue
-14.4,-178.9849,blue
14.4,179.7287,blue
-14.4,-179.7287,blue
14.4,-179.5275,blue
-14.4,179.5275,blue
14.4,-178.7837,blue
-14.4,178.7837,blue
14.4,-178.0399,blue
-14.4,178.0399,blue
14.4,-177.2961,blue
-14.4,177.2961,blue
14.4,-176.5523,blue
-14.4,176.5523,blue
14.4,-175.8085,blue
-14.4,175.8085,blue
14.4,-175.0647,blue
-14.4,175.0647,blue
14.4,-174.3209,blue
-14.4,174.3209,blue
14.4,-173.5771,blue
-14.4,173.5771,blue
14.4,-172.8333,blue
-14.4,172.8333,blue
14.4,-172.0895,blue
-14.4,172.0895,blue
14.4,-171.3457,blue
-14.4,171.3457,blue
14.4,-170.6019,blue
-14.4,170.6019,blue
14.4,-169.8581,blue
-14.4,169.8581,blue
14.4,-169.1143,blue
-14.4,169.1143,blue
14.4,-168.3705,blue
-14.4,168.3705,blue
14.4,-167.6267,blue
-14.4,167.6267,blue
14.4,-166.8829,blue
-14.4,166.8829,blue
14.4,-166.1391,blue
-14.4,166.1391,blue
14.4,-165.3953,blue
-14.4,165.3953,blue
14.4,-164.6515,blue
-14.4,164.6515,blue
14.4,-163.9077,blue
-14.4,163.9077,blue
14.4,-163.1639,blue
-14.4,163.1639,blue
14.4,-162.4201,blue
-14.4,162.4201,blue
14.4,-161.6763,blue
-14.4,161.6763,blue
14.4,-160.9325,blue
-14.4,160.9325,blue
14.4,-160.1887,blue
-14.4,160.1887,blue
14.4,-159.4449,blue
-14.4,159.4449,blue
14.4,-158.7011,blue
-14.4,158.7011,blue
14.4,-157.9573,blue
-14.4,157.9573,blue
14.4,-157.2135,blue
-14.4,157.2135,blue
14.4,-156.4697,blue
-14.4,156.4697,blue
14.4,-155.7259,blue
-14.4,155.7259,blue
14.4,-154.982,blue
-14.4,154.982,blue
14.4,-154.2382,blue
-14.4,154.2382,blue
14.4,-153.4944,blue
-14.4,153.4944,blue
14.4,-152.7506,blue
-14.4,152.7506,blue
14.4,-152.0068,blue
-14.4,152.0068,blue
14.4,-151.263,blue
-14.4,151.263,blue
14.4,-150.5192,blue
-14.4,150.5192,blue
14.4,-149.7754,blue
-14.4,149.7754,blue
14.4,-149.0316,blue
-14.4,149.0316,blue
14.4,-148.2878,blue
-14.4,148.2878,blue
14.4,-147.544,blue
-14.4,147.544,blue
14.4,-146.8002,blue
-14.4,146.8002,blue
14.4,-146.0564,blue
-14.4,146.0564,blue
14.4,-145.3126,blue
-14.4,145.3126,blue
14.4,-144.5688,blue
-14.4,144.5688,green
14.4,-143.825,blue
-14.4,143.825,blue
14.4,-143.0812,blue
-14.4,143.0812,green
14.4,-142.3374,blue
-14.4,142.3374,green
14.4,-141.5936,blue
-14.4,141.5936,green
14.4,-140.8498,blue
-14.4,140.8498,blue
14.4,-140.106,blue
-14.4,140.106,blue
14.4,-139.3622,blue
-14.4,139.3622,blue
14.4,-138.6184,blue
-14.4,138.6184,blue
14.4,-137.8746,blue
-14.4,137.8746,blue
14.4,-137.1308,blue
-14.4,137.1308,blue
14.4,-136.387,blue
-14.4,136.387,blue
14.4,-135.6432,blue
-14.4,135.6432,blue
14.4,-134.8994,blue
-14.4,134.8994,green
14.4,-134.1556,blue
-14.4,134.1556,green
14.4,-133.4118,blue
-14.4,133.4118,green
14.76,-10.3126,green
-14.76,10.3126,blue
14.76,-9.5688,green
-14.76,9.5688,blue
14.76,-8.825,green
-14.76,8.825,blue
14.76,-8.0812,green
-14.76,8.0812,blue
14.76,-7.3374,green
-14.76,7.3374,blue
14.76,-6.5936,green
-14.76,6.5936,blue
14.76,-5.8498,green
-14.76,5.8498,blue
14.76,-5.106,green
-14.76,5.106,blue
14.76,-4.3622,green
-14.76,4.3622,blue
14.76,-3.6184,green
-14.76,3.6184,blue
14.76,-2.8746,green
-14.76,2.8746,blue
14.76,-2.1308,green
-14.76,2.1308,blue
14.76,-1.387,green
-14.76,1.387,blue
14.76,-0.6432,green
-14.76,0.6432,blue
14.76,0.1006,green
-14.76,-0.1006,blue
14.76,0.8444,green
-14.76,-0.8444,blue
14.76,1.5882,beige
-14.76,-1.5882,blue
14.76,2.332,beige
-14.76,-2.332,blue
14.76,3.0758,beige
-14.76,-3.0758,blue
14.76,3.8196,beige
-14.76,-3.8196,blue
14.76,4.5634,green
-14.76,-4.5634,blue
14.76,5.3072,green
-14.76,-5.3072,blue
14.76,6.051,green
-14.76,-6.051,blue
14.76,6.7948,green
-14.76,-6.7948,blue
14.76,7.5386,green
-14.76,-7.5386,blue
14.76,8.2824,green
-14.76,-8.2824,blue
14.76,9.0262,green
-14.76,-9.0262,blue
14.76,9.77,green
-14.76,-9.77,blue
14.76,10.5138,green
-14.76,-10.5138,blue
14.76,11.2576,beige
-14.76,-11.2576,blue
14.76,12.0014,beige
-14.76,-12.0014,blue
14.76,12.7452,beige
-14.76,-12.7452,blue
14.76,13.489,beige
-14.76,-13.489,blue
14.76,14.2328,beige
-14.76,-14.2328,blue
14.76,14.9766,beige
-14.76,-14.9766,blue
14.76,15.7204,beige
-14.76,-15.7204,blue
14.76,16.4642,beige
-14.76,-16.4642,blue
14.76,17.208,beige
-14.76,-17.208,blue
14.76,17.9518,beige
-14.76,-17.9518,blue
14.76,18.6956,beige
-14.76,-18.6956,blue
14.76,19.4394,green
-14.76,-19.4394,blue
14.76,20.1832,green
-14.76,-20.1832,blue
14.76,20.927,green
-14.76,-20.927,blue
14.76,21.6708,green
-14.76,-21.6708,blue
14.76,22.4146,green
-14.76,-22.4146,blue
14.76,23.1584,beige
-14.76,-23.1584,blue
14.76,23.9022,beige
-14.76,-23.9022,blue
14.76,24.646,beige
-14.76,-24.646,blue
14.76,25.3899,beige
-14.76,-25.3899,blue
14.76,26.1337,beige
-14.76,-26.1337,blue
14.76,26.8775,beige
-14.76,-26.8775,blue
14.76,27.6213,beige
-14.76,-27.6213,blue
14.76,28.3651,beige
-14.76,-28.3651,blue
14.76,29.1089,beige
-14.76,-29.1089,blue
14.76,29.8527,beige
-14.76,-29.8527,blue
14.76,30.5965,beige
-14.76,-30.5965,blue
14.76,31.3403,beige
-14.76,-31.3403,blue
14.76,32.0841,beige
-14.76,-32.0841,blue
14.76,32.8279,green
-14.76,-32.8279,blue
14.76,33.5717,green
-14.76,-33.5717,blue
14.76,34.3155,green
-14.76,-34.3155,blue
14.76,35.0593,green
-14.76,-35.0593,blue
14.76,35.8031,green
-14.76,-35.8031,blue
14.76,36.5469,green
-14.76,-36.5469,blue
14.76,37.2907,green
-14.76,-37.2907,blue
14.76,38.0345,green
-14.76,-38.0345,blue
14.76,38.7783,green
-14.76,-38.7783,blue
14.76,39.5221,green
-14.76,-39.5221,green
14.76,40.2659,beige
-14.76,-40.2659,green
14.76,41.0097,turquoise
-14.76,-41.0097,green
14.76,41.7535,blue
-14.76,-41.7535,green
14.76,42.4973,blue
-14.76,-42.4973,green
14.76,43.2411,green
-14.76,-43.2411,green
14.76,43.9849,green
-14.76,-43.9849,green
14.76,44.7287,beige
-14.76,-44.7287,green
14.76,45.4725,beige
-14.76,-45.4725,green
14.76,46.2163,beige
-14.76,-46.2163,green
14.76,46.9601,beige
-14.76,-46.9601,green
14.76,47.7039,beige
-14.76,-47.7039,green
14.76,48.4477,beige
-14.76,-48.4477,green
14.76,49.1915,beige
-14.76,-49.1915,green
14.76,49.9353,blue
-14.76,-49.9353,green
14.76,50.6791,blue
-14.76,-50.6791,green
14.76,51.4229,blue
-14.76,-51.4229,green
14.76,52.1667,blue
-14.76,-52.1667,green
14.76,52.9105,blue
-14.76,-52.9105,green
14.76,53.6543,blue
-14.76,-53.6543,green
14.76,54.3981,blue
-14.76,-54.3981,green
14.76,55.1419,blue
-14.76,-55.1419,green
14.76,55.8857,blue
-14.76,-55.8857,green
14.76,56.6295,blue
-14.76,-56.6295,green
14.76,57.3733,blue
-14.76,-57.3733,green
14.76,58.1171,blue
-14.76,-58.1171,green
14.76,58.8609,blue
-14.76,-58.8609,green
14.76,59.6047,blue
-14.76,-59.6047,green
14.76,60.3485,blue
-14.76,-60.3485,green
14.76,61.0923,blue
-14.76,-61.0923,green
14.76,61.8361,blue
-14.76,-61.8361,green
14.76,62.5799,blue
-14.76,-62.5799,green
14.76,63.3237,blue
-14.76,-63.3237,green
14.76,64.0675,blue
-14.76,-64.0675,green
14.76,64.8113,blue
-14.76,-64.8113,green
14.76,65.5551,blue
-14.76,-65.5551,green
14.76,66.2989,blue
-14.76,-66.2989,green
14.76,67.0427,blue
-14.76,-67.0427,green
14.76,67.7865,blue
-14.76,-67.7865,green
14.76,68.5303,blue
-14.76,-68.5303,green
14.76,69.2741,blue
-14.76,-69.2741,green
14.76,70.018,blue
-14.76,-70.018,green
14.76,70.7618,blue
-14.76,-70.7618,green
14.76,71.5056,blue
-14.76,-71.5056,green
14.76,72.2494,blue
-14.76,-72.2494,green
14.76,72.9932,blue
-14.76,-72.9932,green
14.76,73.737,blue
-14.76,-73.737,green
14.76,74.4808,green
-14.76,-74.4808,green
14.76,75.2246,green
-14.76,-75.2246,beige
14.76,75.9684,green
-14.76,-75.9684,blue
14.76,76.7122,green
-14.76,-76.7122,blue
14.76,77.456,green
-14.76,-77.456,blue
14.76,78.1998,green
-14.76,-78.1998,blue
14.76,78.9436,green
-14.76,-78.9436,blue
14.76,79.6874,green
-14.76,-79.6874,blue
14.76,80.4312,blue
-14.76,-80.4312,blue
14.76,81.175,blue
-14.76,-81.175,blue
14.76,81.9188,blue
-14.76,-81.9188,blue
14.76,82.6626,blue
-14.76,-82.6626,blue
14.76,83.4064,blue
-14.76,-83.4064,blue
14.76,84.1502,blue
-14.76,-84.1502,blue
14.76,84.894,blue
-14.76,-84.894,blue
14.76,85.6378,blue
-14.76,-85.6378,blue
14.76,86.3816,blue
-14.76,-86.3816,blue
14.76,87.1254,blue
-14.76,-87.1254,blue
14.76,87.8692,blue
-14.76,-87.8692,blue
14.76,88.613,blue
-14.76,-88.613,blue
14.76,89.3568,blue
-14.76,-89.3568,blue
14.76,90.1006,blue
-14.76,-90.1006,blue
14.76,90.8444,blue
-14.76,-90.8444,blue
14.76,91.5882,blue
-14.76,-91.5882,blue
14.76,92.332,blue
-14.76,-92.332,blue
14.76,93.0758,blue
-14.76,-93.0758,blue
14.76,93.8196,blue
-14.76,-93.8196,blue
14.76,94.5634,blue
-14.76,-94.5634,blue
14.76,95.3072,blue
-14.76,-95.3072,blue
14.76,96.051,blue
-14.76,-96.051,blue
14.76,96.7948,blue
-14.76,-96.7948,blue
14.76,97.5386,blue
-14.76,-97.5386,blue
14.76,98.2824,green
-14.76,-98.2824,blue
14.76,99.0262,blue
-14.76,-99.0262,blue
14.76,99.77,green
-14.76,-99.77,blue
14.76,100.5138,green
-14.76,-100.5138,blue
14.76,101.2576,green
-14.76,-101.2576,blue
14.76,102.0014,green
-14.76,-102.0014,blue
14.76,102.7452,green
-14.76,-102.7452,blue
14.76,103.489,green
-14.76,-103.489,blue
14.76,104.2328,green
-14.76,-104.2328,blue
14.76,104.9766,green
-14.76,-104.9766,blue
14.76,105.7204,green
-14.76,-105.7204,blue
14.76,106.4642,green
-14.76,-106.4642,blue
14.76,107.208,green
-14.76,-107.208,blue
14.76,107.9518,green
-14.76,-107.9518,blue
14.76,108.6956,green
-14.76,-108.6956,blue
14.76,109.4394,blue
-14.76,-109.4394,blue
14.76,110.1832,blue
-14.76,-110.1832,blue
14.76,110.927,blue
-14.76,-110.927,blue
14.76,111.6708,blue
-14.76,-111.6708,blue
14.76,112.4146,blue
-14.76,-112.4146,blue
14.76,113.1584,blue
-14.76,-113.1584,blue
14.76,113.9022,blue
-14.76,-113.9022,blue
14.76,114.646,blue
-14.76,-114.646,blue
14.76,115.3899,blue
-14.76,-115.3899,blue
14.76,116.1337,blue
-14.76,-116.1337,blue
14.76,116.8775,blue
-14.76,-116.8775,blue
14.76,117.6213,blue
-14.76,-117.6213,blue
14.76,118.3651,blue
-14.76,-118.3651,blue
14.76,119.1089,blue
-14.76,-119.1089,blue
14.76,119.8527,blue
-14.76,-119.8527,blue
14.76,120.5965,green
-14.76,-120.5965,blue
14.76,121.3403,green
-14.76,-121.3403,blue
14.76,122.0841,green
-14.76,-122.0841,blue
14.76,122.8279,blue
-14.76,-122.8279,blue
14.76,123.5717,blue
-14.76,-123.5717,blue
14.76,124.3155,blue
-14.76,-124.3155,blue
14.76,125.0593,blue
-14.76,-125.0593,blue
14.76,125.8031,blue
-14.76,-125.8031,blue
14.76,126.5469,blue
-14.76,-126.5469,blue
14.76,127.2907,blue
-14.76,-127.2907,blue
14.76,128.0345,blue
-14.76,-128.0345,blue
14.76,128.7783,blue
-14.76,-128.7783,blue
14.76,129.5221,blue
-14.76,-129.5221,blue
14.76,130.2659,blue
-14.76,-130.2659,blue
14.76,131.0097,blue
-14.76,-131.0097,blue
14.76,131.7535,blue
-14.76,-131.7535,blue
14.76,132.4973,blue
-14.76,-132.4973,blue
14.76,133.2411,blue
-14.76,-133.2411,blue
14.76,133.9849,blue
-14.76,-133.9849,blue
14.76,134.7287,blue
-14.76,-134.7287,blue
14.76,135.4725,blue
-14.76,-135.4725,blue
14.76,136.2163,blue
-14.76,-136.2163,blue
14.76,136.9601,blue
-14.76,-136.9601,blue
14.76,137.7039,blue
-14.76,-137.7039,blue
14.76,138.4477,blue
-14.76,-138.4477,blue
14.76,139.1915,blue
-14.76,-139.1915,blue
14.76,139.9353,blue
-14.76,-139.9353,blue
14.76,140.6791,blue
-14.76,-140.6791,blue
14.76,141.4229,blue
-14.76,-141.4229,blue
14.76,142.1667,blue
-14.76,-142.1667,blue
14.76,142.9105,blue
-14.76,-142.9105,blue
14.76,143.6543,blue
-14.76,-143.6543,blue
14.76,144.3981,blue
-14.76,-144.3981,blue
14.76,145.1419,blue
-14.76,-145.1419,blue
14.76,145.8857,blue
-14.76,-145.8857,blue
14.76,146.6295,blue
-14.76,-146.6295,blue
14.76,147.3733,blue
-14.76,-147.3733,blue
14.76,148.1171,blue
-14.76,-148.1171,blue
14.76,148.8609,blue
-14.76,-148.8609,blue
14.76,149.6047,blue
-14.76,-149.6047,blue
14.76,150.3485,blue
-14.76,-150.3485,blue
14.76,151.0923,blue
-14.76,-151.0923,blue
14.76,151.8361,blue
-14.76,-151.8361,blue
14.76,152.5799,blue
-14.76,-152.5799,blue
14.76,153.3237,blue
-14.76,-153.3237,blue
14.76,154.0675,blue
-14.76,-154.0675,blue
14.76,154.8113,blue
-14.76,-154.8113,blue
14.76,155.5551,blue
-14.76,-155.5551,blue
14.76,156.2989,blue
-14.76,-156.2989,blue
14.76,157.0427,blue
-14.76,-157.0427,blue
14.76,157.7865,blue
-14.76,-157.7865,blue
14.76,158.5303,blue
-14.76,-158.5303,blue
14.76,159.2741,blue
-14.76,-159.2741,blue
14.76,160.018,blue
-14.76,-160.018,blue
14.76,160.7618,blue
-14.76,-160.7618,blue
14.76,161.5056,blue
-14.76,-161.5056,blue
14.76,162.2494,blue
-14.76,-162.2494,blue
14.76,162.9932,blue
-14.76,-162.9932,blue
14.76,163.737,blue
-14.76,-163.737,blue
14.76,164.4808,blue
-14.76,-164.4808,blue
14.76,165.2246,blue
-14.76,-165.2246,blue
14.76,165.9684,blue
-14.76,-165.9684,blue
14.76,166.7122,blue
-14.76,-166.7122,blue
14.76,167.456,blue
-14.76,-167.456,blue
14.76,168.1998,blue
-14.76,-168.1998,blue
14.76,168.9436,turquoise
-14.76,-168.9436,blue
14.76,169.6874,blue
-14.76,-169.6874,blue
14.76,170.4312,blue
-14.76,-170.4312,blue
14.76,171.175,blue
-14.76,-171.175,blue
14.76,171.9188,blue
-14.76,-171.9188,blue
14.76,172.6626,blue
-14.76,-172.6626,blue
14.76,173.4064,blue
-14.76,-173.4064,blue
14.76,174.1502,blue
-14.76,-174.1502,blue
14.76,174.894,blue
-14.76,-174.894,blue
14.76,175.6378,blue
-14.76,-175.6378,blue
14.76,176.3816,blue
-14.76,-176.3816,blue
14.76,177.1254,blue
-14.76,-177.1254,blue
14.76,177.8692,blue
-14.76,-177.8692,blue
14.76,178.613,blue
-14.76,-178.613,blue
14.76,179.3568,blue
-14.76,-179.3568,blue
14.76,-179.8994,blue
-14.76,179.8994,blue
14.76,-179.1556,blue
-14.76,179.1556,blue
14.76,-178.4118,blue
-14.76,178.4118,blue
14.76,-177.668,blue
-14.76,177.668,blue
14.76,-176.9242,blue
-14.76,176.9242,blue
14.76,-176.1804,blue
-14.76,176.1804,blue
14.76,-175.4366,blue
-14.76,175.4366,blue
14.76,-174.6928,blue
-14.76,174.6928,blue
14.76,-173.949,blue
-14.76,173.949,blue
14.76,-173.2052,blue
-14.76,173.2052,blue
14.76,-172.4614,blue
-14.76,172.4614,blue
14.76,-171.7176,blue
-14.76,171.7176,blue
14.76,-170.9738,blue
-14.76,170.9738,blue
14.76,-170.23,blue
-14.76,170.23,blue
14.76,-169.4862,blue
-14.76,169.4862,blue
14.76,-168.7424,blue
-14.76,168.7424,blue
14.76,-167.9986,blue
-14.76,167.9986,blue
14.76,-167.2548,blue
-14.76,167.2548,blue
14.76,-166.511,blue
-14.76,166.511,blue
14.76,-165.7672,blue
-14.76,165.7672,blue
14.76,-165.0234,blue
-14.76,165.0234,blue
14.76,-164.2796,blue
-14.76,164.2796,blue
14.76,-163.5358,blue
-14.76,163.5358,blue
14.76,-162.792,blue
-14.76,162.792,blue
14.76,-162.0482,blue
-14.76,162.0482,blue
14.76,-161.3044,blue
-14.76,161.3044,blue
14.76,-160.5606,blue
-14.76,160.5606,blue
14.76,-159.8168,blue
-14.76,159.8168,blue
14.76,-159.073,blue
-14.76,159.073,blue
14.76,-158.3292,blue
-14.76,158.3292,blue
14.76,-157.5854,blue
-14.76,157.5854,blue
14.76,-156.8416,blue
-14.76,156.8416,blue
14.76,-156.0978,blue
-14.76,156.0978,blue
14.76,-155.354,blue
-14.76,155.354,blue
14.76,-154.6101,blue
-14.76,154.6101,blue
14.76,-153.8663,blue
-14.76,153.8663,blue
14.76,-153.1225,blue
-14.76,153.1225,blue
14.76,-152.3787,blue
-14.76,152.3787,blue
14.76,-151.6349,blue
-14.76,151.6349,blue
14.76,-150.8911,blue
-14.76,150.8911,blue
14.76,-150.1473,blue
-14.76,150.1473,blue
14.76,-149.4035,blue
-14.76,149.4035,blue
14.76,-148.6597,blue
-14.76,148.6597,blue
14.76,-147.9159,blue
-14.76,147.9159,blue
14.76,-147.1721,blue
-14.76,147.1721,blue
14.76,-146.4283,blue
-14.76,146.4283,blue
14.76,-145.6845,blue
-14.76,145.6845,blue
14.76,-144.9407,blue
-14.76,144.9407,green
14.76,-144.1969,blue
-14.76,144.1969,green
14.76,-143.4531,blue
-14.76,143.4531,green
14.76,-142.7093,blue
-14.76,142.7093,green
14.76,-141.9655,blue
-14.76,141.9655,green
14.76,-141.2217,blue
-14.76,141.2217,blue
14.76,-140.4779,blue
-14.76,140.4779,blue
14.76,-139.7341,blue
-14.76,139.7341,blue
14.76,-138.9903,blue
-14.76,138.9903,blue
14.76,-138.2465,blue
-14.76,138.2465,blue
14.76,-137.5027,blue
-14.76,137.5027,blue
14.76,-136.7589,blue
-14.76,136.7589,blue
14.76,-136.0151,blue
-14.76,136.0151,blue
14.76,-135.2713,blue
-14.76,135.2713,green
14.76,-134.5275,blue
-14.76,134.5275,green
14.76,-133.7837,blue
-14.76,133.7837,green
14.76,-133.0399,blue
-14.76,133.0399,green
14.76,-132.2961,blue
-14.76,132.2961,green
14.76,-131.5523,blue
-14.76,131.5523,green
14.76,-130.8085,blue
-14.76,130.8085,green
14.76,-130.0647,blue
-14.76,130.0647,green
14.76,-129.3209,blue
-14.76,129.3209,blue
14.76,-128.5771,blue
-14.76,128.5771,blue
14.76,-127.8333,blue
-14.76,127.8333,green
14.76,-127.0895,blue
-14.76,127.0895,green
14.76,-126.3457,blue
-14.76,126.3457,green
14.76,-125.6019,blue
-14.76,125.6019,green
14.76,-124.8581,blue
-14.76,124.8581,blue
14.76,-124.1143,blue
-14.76,124.1143,blue
14.76,-123.3705,blue
-14.76,123.3705,blue
14.76,-122.6267,blue
-14.76,122.6267,blue
14.76,-121.8829,blue
-14.76,121.8829,blue
14.76,-121.1391,blue
-14.76,121.1391,blue
14.76,-120.3953,blue
-14.76,120.3953,blue
14.76,-119.6515,blue
-14.76,119.6515,blue
14.76,-118.9077,blue
-14.76,118.9077,blue
